entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103818927	ENSSCAG00000016174	CRB2	crumbs cell polarity complex component 2	CRB2	CRB2	crumbs cell polarity complex component 2	CRB2	LOC103818927	103818927
103818928	ENSSCAG00000016175	STRBP	spermatid perinuclear RNA binding protein	STRBP	STRBP	spermatid perinuclear RNA binding protein	STRBP	LOC103818928	103818928
103818930	ENSSCAG00000001173	CCNC	cyclin C	CCNC	CCNC	cyclin C	CCNC	LOC103818930	103818930
103818931	ENSSCAG00000016179	RABGAP1	RAB GTPase activating protein 1	RABGAP1	RABGAP1	RAB GTPase activating protein 1	RABGAP1	LOC103818931	103818931
103818934	ENSSCAG00000002416	LOC103818934	ovalbumin-related protein Y-like		LOC103818934	ovalbumin-related protein Y-like	LOC103818934	LOC103818934	103818934
103818935	ENSSCAG00000016190	RC3H2	ring finger and CCCH-type domains 2	RC3H2	RC3H2	ring finger and CCCH-type domains 2	RC3H2	LOC103818935	103818935
103818936	ENSSCAG00000016197	PDCL	phosducin like	PDCL	PDCL	phosducin like	PDCL	LOC103818936	103818936
103818937	ENSSCAG00000016199	PTGS1	prostaglandin-endoperoxide synthase 1	PTGS1	PTGS1	prostaglandin-endoperoxide synthase 1	PTGS1	LOC103818937	103818937
103818939	ENSSCAG00000000164	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	NDUFA8	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	NDUFA8	LOC103818939	103818939
103818940	ENSSCAG00000000384	DAB2IP	DAB2 interacting protein	DAB2IP	DAB2IP	DAB2 interacting protein	DAB2IP	LOC103818940	103818940
103818941	ENSSCAG00000000789	GSN	gelsolin	GSN	GSN	gelsolin	GSN	LOC103818941	103818941
103818942	ENSSCAG00000000809	RAB14	RAB14, member RAS oncogene family	RAB14	RAB14	RAB14, member RAS oncogene family	RAB14	LOC103818942	103818942
103818943	ENSSCAG00000002021	PSMD5	proteasome 26S subunit, non-ATPase 5	PSMD5	PSMD5	proteasome 26S subunit, non-ATPase 5	PSMD5	LOC103818943	103818943
103818945	ENSSCAG00000002540	CAMSAP1	calmodulin regulated spectrin associated protein 1	CAMSAP1	CAMSAP1	calmodulin regulated spectrin associated protein 1	CAMSAP1	LOC103818945	103818945
103818946	ENSSCAG00000002604	NACC2	NACC family member 2	NACC2	NACC2	NACC family member 2	NACC2	LOC103818946	103818946
103818947	ENSSCAG00000002607	TMEM250	transmembrane protein 250	TMEM250	TMEM250	transmembrane protein 250	TMEM250	TMEM250	TMEM250
103818948	ENSSCAG00000002622	GPSM1	G protein signaling modulator 1	GPSM1	GPSM1	G protein signaling modulator 1	GPSM1	LOC103818948	103818948
103818950	ENSSCAG00000002837	INPP5E	inositol polyphosphate-5-phosphatase E	INPP5E	INPP5E	inositol polyphosphate-5-phosphatase E	INPP5E	LOC103818950	103818950
103818952	ENSSCAG00000001208	USP45	ubiquitin specific peptidase 45	USP45	USP45	ubiquitin specific peptidase 45	USP45	LOC103818952	103818952
103818953	ENSSCAG00000003319	EGFL7	EGF like domain multiple 7	EGFL7	EGFL7	EGF like domain multiple 7	EGFL7	LOC103818953	103818953
103818954	ENSSCAG00000003339	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	AGPAT2	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	AGPAT2	LOC103818954	103818954
103818956	ENSSCAG00000003371	PPP1R26	protein phosphatase 1 regulatory subunit 26	PPP1R26	PPP1R26	protein phosphatase 1 regulatory subunit 26	PPP1R26	LOC103818956	103818956
103818957	ENSSCAG00000003381	OLFM1	olfactomedin 1	OLFM1	OLFM1	olfactomedin 1	OLFM1	LOC103818957	103818957
103818959	ENSSCAG00000003434	RXRA	retinoid X receptor alpha	RXRA	RXRA	retinoid X receptor alpha	RXRA	LOC103818959	103818959
103818960	ENSSCAG00000001235	PNISR	PNN interacting serine and arginine rich protein		PNISR	PNN interacting serine and arginine rich protein	PNISR	LOC103818960	103818960
103818961	ENSSCAG00000003449	WDR5	WD repeat domain 5	WDR5B	WDR5	WD repeat domain 5	WDR5	LOC103818961	103818961
103818962	ENSSCAG00000003459	BRD3	bromodomain containing 3	BRD3	BRD3	bromodomain containing 3	BRD3	LOC103818962	103818962
103818963	ENSSCAG00000003556	DBH	dopamine beta-hydroxylase	DBH	DBH	dopamine beta-hydroxylase	DBH	LOC103818963	103818963
103818964	ENSSCAG00000003569	FAM163B	family with sequence similarity 163 member B	FAM163B	FAM163B	family with sequence similarity 163 member B	FAM163B	LOC103818964	103818964
103818967	ENSSCAG00000003602	SLC2A6	solute carrier family 2 member 6	SLC2A6	SLC2A6	solute carrier family 2 member 6	SLC2A6	LOC103818967	103818967
103818968	ENSSCAG00000003605	CACFD1	calcium channel flower domain containing 1	CACFD1	CACFD1	calcium channel flower domain containing 1	CACFD1	LOC103818968	103818968
103818970	ENSSCAG00000003750	REXO4	REX4 homolog, 3'-5' exonuclease	REXO4	REXO4	REX4 homolog, 3'-5' exonuclease	REXO4	LOC103818970	103818970
103818972	ENSSCAG00000003767	RPL7A	ribosomal protein L7a		RPL7A	ribosomal protein L7a	RPL7A	LOC103818972	103818972
103818973	ENSSCAG00000003785	MED22	mediator complex subunit 22	MED22	MED22	mediator complex subunit 22	MED22	LOC103818973	103818973
103818974	ENSSCAG00000003799	SURF6	surfeit 6	SURF6	SURF6	surfeit 6	SURF6	LOC103818974	103818974
103818977	ENSSCAG00000001276	FBXL4	F-box and leucine rich repeat protein 4	FBXL4	FBXL4	F-box and leucine rich repeat protein 4	FBXL4	LOC103818977	103818977
103818978	ENSSCAG00000003900	TSC1	TSC complex subunit 1	TSC1	TSC1	TSC complex subunit 1	TSC1	LOC103818978	103818978
103818979	ENSSCAG00000003887	GFI1B	growth factor independent 1B transcriptional repressor	GFI1B	GFI1B	growth factor independent 1B transcriptional repressor	GFI1B	LOC103818979	103818979
103818980	ENSSCAG00000003912	LOC103818980	sperm acrosome-associated protein 9		LOC103818980	sperm acrosome-associated protein 9	LOC103818980	LOC103818980	103818980
103818982	ENSSCAG00000003997	BARHL1	BarH like homeobox 1	BARHL1	BARHL1	BarH like homeobox 1	BARHL1	LOC103818982	103818982
103818983	ENSSCAG00000004015	TTF1	transcription termination factor 1	TTF1	TTF1	transcription termination factor 1	TTF1	LOC103818983	103818983
103818984	ENSSCAG00000004025	SETX	senataxin	SETX	SETX	senataxin	SETX	LOC103818984	103818984
103818985	ENSSCAG00000004051	NTNG2	netrin G2	NTNG2	NTNG2	netrin G2	NTNG2	LOC103818985	103818985
103818986	ENSSCAG00000004058	MED27	mediator complex subunit 27	MED27	MED27	mediator complex subunit 27	MED27	LOC103818986	103818986
103818989	ENSSCAG00000004082	POMT1	protein O-mannosyltransferase 1	POMT1	POMT1	protein O-mannosyltransferase 1	POMT1	LOC103818989	103818989
103818991	ENSSCAG00000004112	PLPP7	phospholipid phosphatase 7 (inactive)	PLPP7	PLPP7	phospholipid phosphatase 7 (inactive)	PLPP7	LOC103818991	103818991
103818992	ENSSCAG00000004118	FAM78A	family with sequence similarity 78 member A	FAM78A	FAM78A	family with sequence similarity 78 member A	FAM78A	LOC103818992	103818992
103818993	ENSSCAG00000004176	NUP214	nucleoporin 214	NUP214	NUP214	nucleoporin 214	NUP214	LOC103818993	103818993
103818994	ENSSCAG00000004468	AIF1L	allograft inflammatory factor 1 like	AIF1L	AIF1L	allograft inflammatory factor 1 like	AIF1L	LOC103818994	103818994
103818996	ENSSCAG00000004485	QRFP	pyroglutamylated RFamide peptide	QRFP	QRFP	pyroglutamylated RFamide peptide	QRFP	LOC103818996	103818996
103818997	ENSSCAG00000004492	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL1	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL1	LOC103818997	103818997
103818998	ENSSCAG00000004502	EXOSC2	exosome component 2	EXOSC2	EXOSC2	exosome component 2	EXOSC2	LOC103818998	103818998
103818999	ENSSCAG00000004509	PRDM12	PR/SET domain 12	PRDM12	PRDM12	PR/SET domain 12	PRDM12	LOC103818999	103818999
103819001	ENSSCAG00000004836	ASS1	argininosuccinate synthase 1	ASS1	ASS1	argininosuccinate synthase 1	ASS1	LOC103819001	103819001
103819002	ENSSCAG00000004896	GPR107	G protein-coupled receptor 107	GPR107	GPR107	G protein-coupled receptor 107	GPR107	LOC103819002	103819002
103819003	ENSSCAG00000004965	TOR1A	torsin family 1 member A	TOR1A	LOC103819003	torsin-1A	TOR1A	LOC103819003	103819003
103819004	ENSSCAG00000004943	USP20	ubiquitin specific peptidase 20	USP20	USP20	ubiquitin specific peptidase 20	USP20	LOC103819004	103819004
103819006	ENSSCAG00000004981	PTGES	prostaglandin E synthase	PTGES	PTGES	prostaglandin E synthase	PTGES	LOC103819006	103819006
103819007	ENSSCAG00000004986	PRRX2	paired related homeobox 2	PRRX2	PRRX2	paired related homeobox 2	PRRX2	LOC103819007	103819007
103819008	ENSSCAG00000004989	ASB6	ankyrin repeat and SOCS box containing 6	ASB6	ASB6	ankyrin repeat and SOCS box containing 6	ASB6	LOC103819008	103819008
103819009	ENSSCAG00000004995	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTMT1	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTMT1	LOC103819009	103819009
103819010	ENSSCAG00000005005	PTPA	protein phosphatase 2 phosphatase activator	PTPA	PTPA	protein phosphatase 2 phosphatase activator	PTPA	LOC103819010	103819010
103819011	ENSSCAG00000005022	CRAT	carnitine O-acetyltransferase	CRAT	CRAT	carnitine O-acetyltransferase	CRAT	LOC103819011	103819011
103819013	ENSSCAG00000005060	MIGA2	mitoguardin 2	MIGA2	MIGA2	mitoguardin 2	MIGA2	LOC103819013	103819013
103819014	ENSSCAG00000005069	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	SH3GLB2	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	SH3GLB2	LOC103819014	103819014
103819015	ENSSCAG00000005101	DOLK	dolichol kinase	DOLK	DOLK	dolichol kinase	DOLK	LOC103819015	103819015
103819017	ENSSCAG00000005083	NUP188	nucleoporin 188	NUP188	NUP188	nucleoporin 188	NUP188	LOC103819017	103819017
103819018	ENSSCAG00000005104	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	PHYHD1	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	PHYHD1	LOC103819018	103819018
103819019	ENSSCAG00000005107	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	LRRC8A	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	LRRC8A	LOC103819019	103819019
103819020	ENSSCAG00000005111	KYAT1	kynurenine aminotransferase 1	KYAT1	KYAT1	kynurenine aminotransferase 1	KYAT1	LOC103819020	103819020
103819021	ENSSCAG00000005117	SPOUT1	SPOUT domain containing methyltransferase 1	SPOUT1	SPOUT1	SPOUT domain containing methyltransferase 1	SPOUT1	LOC103819021	103819021
103819024	ENSSCAG00000005124	TBC1D13	TBC1 domain family member 13	TBC1D13	TBC1D13	TBC1 domain family member 13	TBC1D13	LOC103819024	103819024
103819025	ENSSCAG00000005129	ZER1	zyg-11 related cell cycle regulator	ZER1	ZER1	zyg-11 related cell cycle regulator	ZER1	LOC103819025	103819025
103819026	ENSSCAG00000005137	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	ZDHHC12	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	ZDHHC12	LOC103819026	103819026
103819027	ENSSCAG00000005143	PKN3	protein kinase N3		PKN3	protein kinase N3	PKN3	LOC103819027	103819027
103819029	ENSSCAG00000006295	GLE1	GLE1 RNA export mediator		GLE1	GLE1 RNA export mediator	GLE1	LOC103819029	103819029
103819030	ENSSCAG00000006316	ODF2	outer dense fiber of sperm tails 2	ODF2	ODF2	outer dense fiber of sperm tails 2	ODF2	LOC103819030	103819030
103819031	ENSSCAG00000001379	GPR63	G protein-coupled receptor 63	GPR63	GPR63	G protein-coupled receptor 63	GPR63	LOC103819031	103819031
103819032	ENSSCAG00000006331	PTGES2	prostaglandin E synthase 2	PTGES2	PTGES2	prostaglandin E synthase 2	PTGES2	LOC103819032	103819032
103819033	ENSSCAG00000006332	CUNH9orf16	chromosome unknown C9orf16 homolog	BBLN	BBLN	bublin coiled coil protein	BBLN	BBLN	BBLN
103819034	ENSSCAG00000006341	DNM1	dynamin 1	DNM1	DNM1	dynamin 1	DNM1	LOC103819034	103819034
103819035	ENSSCAG00000006395	SLC27A4	solute carrier family 27 member 4	SLC27A4	SLC27A4	solute carrier family 27 member 4	SLC27A4	LOC103819035	103819035
103819036	ENSSCAG00000001389	FHL5	four and a half LIM domains 5	FHL5	FHL5	four and a half LIM domains 5	FHL5	LOC103819036	103819036
103819037	ENSSCAG00000006435	SH2D3C	SH2 domain containing 3C	SH2D3C	SH2D3C	SH2 domain containing 3C	SH2D3C	LOC103819037	103819037
103819038	ENSSCAG00000006425	TOR2A	torsin family 2 member A	TOR2A	TOR2A	torsin family 2 member A	TOR2A	LOC103819038	103819038
103819039	ENSSCAG00000006447	CDK9	cyclin dependent kinase 9	CDK9	CDK9	cyclin dependent kinase 9	CDK9	LOC103819039	103819039
103819040	ENSSCAG00000006498	ENG	endoglin	ENG	ENG	endoglin	ENG	LOC103819040	103819040
103819041	ENSSCAG00000006507	AK1	adenylate kinase 1	AK1	AK1	adenylate kinase 1	AK1	LOC103819041	103819041
103819042	ENSSCAG00000006516	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	ST6GALNAC6	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	ST6GALNAC6	LOC103819042	103819042
103819043	ENSSCAG00000006535	FAM102A	family with sequence similarity 102 member A	EEIG1	EEIG1	estrogen-induced osteoclastogenesis regulator 1	EEIG1	LOC103819043	103819043
103819044	ENSSCAG00000006547	SLC25A25	solute carrier family 25 member 25	SLC25A25	SLC25A25	solute carrier family 25 member 25	SLC25A25	LOC103819044	103819044
103819045	ENSSCAG00000001754	FUT9	fucosyltransferase 9	FUT9	FUT9	fucosyltransferase 9	FUT9	LOC103819045	103819045
103819046	ENSSCAG00000006559	LOC103819046	alpha-1-acid glycoprotein-like		LOC103819046	alpha-1-acid glycoprotein-like	LOC103819046	LOC103819046	103819046
103819047	ENSSCAG00000006562	LOC103819047	alpha-1-acid glycoprotein		LOC103819047	alpha-1-acid glycoprotein	LOC103819047	LOC103819047	103819047
103819050	ENSSCAG00000006620	BRINP1	BMP/retinoic acid inducible neural specific 1	BRINP1	BRINP1	BMP/retinoic acid inducible neural specific 1	BRINP1	LOC103819050	103819050
103819051	ENSSCAG00000006623	TLR4	toll like receptor 4	TLR4	TLR4	toll like receptor 4	TLR4	LOC103819051	103819051
103819052	ENSSCAG00000006699	TRIM32	tripartite motif containing 32	TRIM32	TRIM32	tripartite motif containing 32	TRIM32	LOC103819052	103819052
103819053	ENSSCAG00000006638	ASTN2	astrotactin 2		ASTN2	astrotactin 2	ASTN2	LOC103819053	103819053
103819054	ENSSCAG00000001761	MANEA	mannosidase endo-alpha	MANEA	MANEA	mannosidase endo-alpha	MANEA	LOC103819054	103819054
103819055	ENSSCAG00000006717	PAPPA	pappalysin 1	PAPPA	PAPPA	pappalysin 1	PAPPA	LOC103819055	103819055
103819058	ENSSCAG00000007085	SLC31A2	solute carrier family 31 member 2	SLC31A2	SLC31A2	solute carrier family 31 member 2	SLC31A2	LOC103819058	103819058
103819060	ENSSCAG00000010119	LOC103819060	glutamine synthetase		LOC103819060	glutamine synthetase	LOC103819060	LOC103819060	103819060
103819061	ENSSCAG00000010123	NELFB	negative elongation factor complex member B	NELFB	NELFB	negative elongation factor complex member B	NELFB	LOC103819061	103819061
103819062	ENSSCAG00000010127	LOC103819062	ectonucleoside triphosphate diphosphohydrolase 2-like		LOC103819062	ectonucleoside triphosphate diphosphohydrolase 2-like	LOC103819062	LOC103819062	103819062
103819065	ENSSCAG00000010177	TOR4A	torsin family 4 member A	TOR4A	TOR4A	torsin family 4 member A	TOR4A	LOC103819065	103819065
103819066	ENSSCAG00000010183	LOC103819066	discoidin domain-containing receptor 2-like		LOC103819066	discoidin domain-containing receptor 2-like	LOC103819066	LOC103819066	103819066
103819067	ENSSCAG00000010187	MRPL41	mitochondrial ribosomal protein L41	MRPL41	MRPL41	mitochondrial ribosomal protein L41	MRPL41	LOC103819067	103819067
103819069	ENSSCAG00000010221	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	LRSAM1	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	LRSAM1	LOC103819069	103819069
103819070	ENSSCAG00000001775	EPHA7	EPH receptor A7	EPHA7	EPHA7	EPH receptor A7	EPHA7	LOC103819070	103819070
103819071	ENSSCAG00000010241	SLC31A1	solute carrier family 31 member 1	SLC31A1	SLC31A1	solute carrier family 31 member 1	SLC31A1	LOC103819071	103819071
103819072	ENSSCAG00000010248	PRPF4	pre-mRNA processing factor 4	PRPF4	PRPF4	pre-mRNA processing factor 4	PRPF4	LOC103819072	103819072
103819073	ENSSCAG00000010252	WDR31	WD repeat domain 31	WDR31	WDR31	WD repeat domain 31	WDR31	LOC103819073	103819073
103819077	ENSSCAG00000010439	TMEM203	transmembrane protein 203	TMEM203	TMEM203	transmembrane protein 203	TMEM203	LOC103819077	103819077
103819078	ENSSCAG00000010514	EXD3	exonuclease 3'-5' domain containing 3	EXD3	EXD3	exonuclease 3'-5' domain containing 3	EXD3	LOC103819078	103819078
103819080	ENSSCAG00000010565	RABL6	alpha-1-microglobulin/bikunin precursor	RABL6	AMBP	alpha-1-microglobulin/bikunin precursor	AMBP	LOC103819080	103819080
103819080	ENSSCAG00000010565	AMBP	alpha-1-microglobulin/bikunin precursor	RABL6	AMBP	alpha-1-microglobulin/bikunin precursor	AMBP	LOC103819080	103819080
103819081	ENSSCAG00000002481	LOC103819081	ovalbumin-like		LOC103819081	ovalbumin-like	LOC103819081	LOC103819081	103819081
103819082	ENSSCAG00000010565	RABL6	RAB, member RAS oncogene family like 6	RABL6	RABL6	RAB, member RAS oncogene family like 6	RABL6	LOC103819082	103819082
103819082	ENSSCAG00000010565	AMBP	RAB, member RAS oncogene family like 6	RABL6	RABL6	RAB, member RAS oncogene family like 6	RABL6	LOC103819082	103819082
103819084	ENSSCAG00000010636	TRAF2	TNF receptor associated factor 2	TRAF2	TRAF2	TNF receptor associated factor 2	TRAF2	LOC103819084	103819084
103819085	ENSSCAG00000010648	FBXW5	F-box and WD repeat domain containing 5	FBXW5	FBXW5	F-box and WD repeat domain containing 5	FBXW5	LOC103819085	103819085
103819086	ENSSCAG00000010673	PTGDS	prostaglandin D2 synthase	PTGDS	PTGDS	prostaglandin D2 synthase	PTGDS	LOC103819086	103819086
103819087	ENSSCAG00000010709	FUT7	fucosyltransferase 7	FUT7	FUT7	fucosyltransferase 7	FUT7	LOC103819087	103819087
103819089	ENSSCAG00000011813	TMEM141	transmembrane protein 141		TMEM141	transmembrane protein 141	TMEM141	LOC103819089	103819089
103819090	ENSSCAG00000011816	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	ENTPD2	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	ENTPD2	LOC103819090	103819090
103819092	ENSSCAG00000011852	MAN1B1	mannosidase alpha class 1B member 1	MAN1B1	MAN1B1	mannosidase alpha class 1B member 1	MAN1B1	LOC103819092	103819092
103819094	ENSSCAG00000015938	GARNL3	GTPase activating Rap/RanGAP domain like 3	GARNL3	GARNL3	GTPase activating Rap/RanGAP domain like 3	GARNL3	LOC103819094	103819094
103819095	ENSSCAG00000015945	LOC103819095	uncharacterized LOC103819095		LOC103819095	uncharacterized LOC103819095	LOC103819095	LOC103819095	103819095
103819098	ENSSCAG00000016120	RABEPK	Rab9 effector protein with kelch motifs	RABEPK	RABEPK	Rab9 effector protein with kelch motifs	RABEPK	LOC103819098	103819098
103819099	ENSSCAG00000016119	PPP6C	protein phosphatase 6 catalytic subunit	PPP6C	PPP6C	protein phosphatase 6 catalytic subunit	PPP6C	LOC103819099	103819099
103819101	ENSSCAG00000016125	GOLGA1	golgin A1	GOLGA1	GOLGA1	golgin A1	GOLGA1	LOC103819101	103819101
103819102	ENSSCAG00000001787	MAP3K7	mitogen-activated protein kinase kinase kinase 7	MAP3K7	MAP3K7	mitogen-activated protein kinase kinase kinase 7	MAP3K7	LOC103819102	103819102
103819111	ENSSCAG00000000758	STOM	stomatin	STOM	STOM	stomatin	STOM	LOC103819111	103819111
103819112	ENSSCAG00000000839	CNTRL	centriolin	CNTRL	CNTRL	centriolin	CNTRL	LOC103819112	103819112
103819113	ENSSCAG00000001301	C5	complement C5	C5	C5	complement C5	C5	LOC103819113	103819113
103819114	ENSSCAG00000001996	TRAF1	TNF receptor associated factor 1	TRAF1	TRAF1	TNF receptor associated factor 1	TRAF1	LOC103819114	103819114
103819116	ENSSCAG00000002007	CUTA	cutA divalent cation tolerance homolog		CUTA	cutA divalent cation tolerance homolog	CUTA	LOC103819116	103819116
103819120	ENSSCAG00000002613	QSOX2	quiescin sulfhydryl oxidase 2	QSOX2	QSOX2	quiescin sulfhydryl oxidase 2	QSOX2	LOC103819120	103819120
103819122	ENSSCAG00000002627	CARD9	caspase recruitment domain family member 9	CARD9	CARD9	caspase recruitment domain family member 9	CARD9	LOC103819122	103819122
103819123	ENSSCAG00000002629	SNAPC4	small nuclear RNA activating complex polypeptide 4	SNAPC4	SNAPC4	small nuclear RNA activating complex polypeptide 4	SNAPC4	LOC103819123	103819123
103819126	ENSSCAG00000003342	DIPK1B	divergent protein kinase domain 1B	DIPK1B	DIPK1B	divergent protein kinase domain 1B	DIPK1B	DIPK1B	DIPK1B
103819127	ENSSCAG00000003356	MRPS2	mitochondrial ribosomal protein S2	MRPS2	MRPS2	mitochondrial ribosomal protein S2	MRPS2	LOC103819127	103819127
