task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1153	51/087ede	2288	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-15 15:08:52.547	1m 14s	1m 13s	523.4%	5.5 GB	6.6 GB	6.7 GB	4.5 GB
966	11/1f93a1	201222	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-15 14:49:00.048	11m 42s	11m 41s	150.0%	27.9 GB	44.9 GB	3.7 GB	2.1 GB
1134	17/c52191	66956	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-15 22:32:10.753	6m 40s	6m 39s	99.7%	1.7 GB	1.9 GB	1.8 GB	493.8 KB
1133	4d/b3b0cd	257968	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-15 16:09:03.436	19.3s	19s	176.7%	10.8 MB	209.7 MB	1.8 GB	1.2 MB
1165	ee/8d2b3f	254737	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-15 16:08:25.764	21.5s	20s	173.3%	10.2 MB	209.7 MB	2.1 GB	1.2 MB
1129	f0/56eb49	209663	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES16_601_Control-protein_21)	CACHED	0	2022-07-14 22:32:51.340	12m 43s	12m 43s	147.7%	29.7 GB	44.9 GB	4.1 GB	2.4 GB
1156	0c/a1c251	187327	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 11:39:06.529	7m 30s	7m 29s	99.7%	2.3 GB	2.3 GB	2 GB	502.6 KB
1091	aa/8353da	212488	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES105_625_Control-lipid_21)	CACHED	0	2022-07-15 22:01:14.313	3m 30s	3m 28s	102.7%	1.2 MB	11 MB	2.7 GB	1.2 KB
1158	99/60e53b	176245	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (ES10_172_Control-protein_14)	CACHED	0	2022-07-14 08:17:49.207	14.4s	13s	99.6%	1.2 MB	11 MB	836.3 MB	44.7 MB
942	95/8da005	38826	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES10_172_Control-protein_14)	CACHED	0	2022-07-14 06:34:18.403	2m 24s	2m 23s	105.0%	93.1 MB	1.2 GB	2.2 GB	43.3 MB
919	f6/198107	48528	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (ES25_619_MG-lipid_0)	CACHED	0	2022-07-15 16:17:31.123	14.1s	13s	99.9%	21.8 MB	51.7 MB	769.8 MB	41.2 MB
1169	9e/2a6b51	14076	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:59:13.168	3m 42s	3m 41s	102.8%	496.1 MB	1.6 GB	2.2 GB	1.6 KB
1184	c2/d1e5c4	217475	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:23:52.488	19m 15s	19m 14s	108.4%	1.2 MB	11 MB	23.6 GB	21.1 GB
1008	dd/9dcaaa	149104	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES30_Blue-098_Control-lipid_21)	CACHED	0	2022-07-15 20:08:48.698	1m 41s	1m 39s	108.8%	1.2 MB	11 MB	127.3 MB	80.8 MB
1154	f2/d6fa70	167052	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 00:17:37.791	21.4s	20s	173.8%	9.6 MB	209.7 MB	2 GB	1.2 MB
1200	ea/77ba27	179273	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 13:03:08.565	20m 40s	20m 38s	103.8%	1.2 MB	11 MB	25.8 GB	23.1 GB
1186	60/b4582a	197916	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:15:49.790	3m 4s	3m 2s	104.8%	1.2 MB	11 MB	2.2 GB	16.7 KB
1189	95/caed6a	197168	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:15:41.062	5m 37s	5m 35s	102.7%	1.2 MB	11 MB	2.2 GB	185.4 KB
975	57/97aaa7	150357	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-14 07:29:25.658	5m 54s	5m 53s	109.6%	1.2 MB	11 MB	5.1 GB	1.1 GB
1166	95/e0a556	29395	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-15 22:24:35.840	7m 35s	7m 34s	99.7%	1.6 GB	1.7 GB	2.1 GB	492.5 KB
1178	de/3a1cf3	12074	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:58:56.059	4.4s	3s	303.4%	46.9 MB	1.1 GB	33.4 MB	716 B
1127	70/1d9f01	138383	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 14:27:52.551	10m 59s	10m 58s	145.5%	27 GB	44.9 GB	3.8 GB	2.2 GB
1144	92/3c2d4d	35497	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-15 06:19:29.052	27m 42s	27m 41s	501.2%	14.9 GB	15.4 GB	141 GB	21.7 GB
1199	ee/5269c0	200061	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 13:14:33.376	2m 53s	2m 52s	103.5%	1.2 MB	11 MB	2.4 GB	1.2 KB
1194	4d/1309ad	205724	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 13:17:26.836	4m 26s	4m 24s	102.3%	1.2 MB	11 MB	2.4 GB	1.6 KB
1197	5a/3724c0	197706	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 13:13:37.618	4.9s	3s	299.8%	1.2 MB	11 MB	33.3 MB	716 B
1195	ca/073cf6	182484	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 00:18:51.105	24.9s	24s	174.9%	11.1 MB	209.7 MB	2.4 GB	1.2 MB
1174	2d/d47366	258738	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:54:00.115	2m 59s	2m 57s	105.2%	1.2 MB	11 MB	2.2 GB	16.8 KB
1191	6c/2362f9	210502	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:21:17.806	2m 35s	2m 33s	103.6%	1.2 MB	11 MB	2.2 GB	1.2 KB
1181	3a/eb73bc	15228	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-15 16:12:00.571	21.8s	22s	178.3%	11.3 MB	209.7 MB	2.1 GB	1.2 MB
1180	62/e14460	2939	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:56:22.615	2m 33s	2m 32s	104.0%	35.2 MB	1.1 GB	2.1 GB	1.2 KB
1206	c2/79e5dd	254749	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 00:38:33.394	12m	11m 59s	146.2%	27.9 GB	44.9 GB	3.9 GB	2.3 GB
1213	1f/4cb1da	89632	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_BAMSTAT (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:36:13.512	2m 45s	2m 44s	103.6%	47.1 MB	1.1 GB	2.2 GB	1.2 KB
1214	08/48e73d	121655	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:44:15.041	19m 29s	19m 27s	108.3%	1.2 MB	11 MB	23.1 GB	20.6 GB
1215	38/69b8df	88852	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INFEREXPERIMENT (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:36:09.238	4.3s	3s	310.3%	43.2 MB	1.1 GB	33.4 MB	716 B
1209	35/591631	234353	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-14 17:35:52.749	5s	4s	98.6%	4.5 MB	18.6 MB	288.8 MB	288.7 MB
1222	b4/fcee86	20190	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES71_Blue-039_Control-lipid_14)	CACHED	0	2022-07-14 01:33:28.479	1m 32s	1m 32s	555.3%	5.8 GB	6.4 GB	7.1 GB	17.3 MB
1210	b4/9f72e7	119318	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:43:38.507	4m 6s	4m 5s	102.3%	1.2 MB	11 MB	2.3 GB	1.6 KB
1173	b8/b2ed51	5285	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:56:58.642	5m 21s	5m 20s	109.6%	3.9 GB	4.5 GB	4.8 GB	1.1 GB
1237	3e/6d1caf	85247	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES79_Blue-050_Control-lipid_0)	CACHED	0	2022-07-14 01:43:31.061	1m 48s	1m 47s	564.2%	5.8 GB	6.4 GB	7.2 GB	17.2 MB
1192	69/09727f	13023	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-15 16:11:37.838	22.7s	21s	179.2%	10.9 MB	209.7 MB	2.1 GB	1.2 MB
1190	57/baa362	208558	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:20:33.266	2m 9s	2m 8s	107.2%	1.2 MB	11 MB	2.2 GB	40.2 MB
1224	f5/d8a9ec	178494	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-15 15:46:16.485	1m 18s	1m 18s	509.2%	5.5 GB	6.6 GB	6.6 GB	4.3 GB
1217	0f/d964b4	116437	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:43:01.115	4m 55s	4m 55s	119.8%	692.9 MB	988.8 MB	2.6 GB	179.5 MB
1175	68/dadc3b	12718	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:59:00.441	4m 56s	4m 56s	119.7%	744.9 MB	1 GB	2.5 GB	179.7 MB
1234	6c/fac2ce	260009	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:00:25.304	3m 50s	3m 49s	103.3%	1.2 MB	11 MB	2.3 GB	16.9 KB
1152	fb/0b9b30	178407	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (ES10_172_Control-protein_14)	CACHED	0	2022-07-14 08:18:03.566	14.1s	13s	99.6%	1.2 MB	11 MB	842 MB	44.8 MB
1239	85/d380c5	94617	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-14 22:22:59.621	16.4s	15s	99.6%	9 MB	38.9 MB	866.1 MB	45.4 MB
1241	4b/1a43cb	244631	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES72_Blue-039_Control-lipid_21)	CACHED	0	2022-07-13 22:34:31.789	1m 42s	1m 42s	565.0%	5.8 GB	6.4 GB	7.3 GB	17.3 MB
1193	40/aa192e	211074	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:21:24.829	3m 40s	3m 38s	102.6%	1.2 MB	11 MB	2.2 GB	1.6 KB
1202	9a/b561cf	257801	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES16_601_Control-protein_21)	CACHED	0	2022-07-14 22:45:34.502	20m 3s	20m	100.3%	1.2 MB	11 MB	57.3 GB	30.6 GB
1221	a1/6440e6	100893	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:38:51.574	1m 42s	1m 41s	108.9%	1.2 MB	11 MB	131 MB	80.9 MB
1177	df/3d5c4a	259423	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:54:09.736	2m 13s	2m 11s	107.0%	1.2 MB	11 MB	2.2 GB	43.6 MB
1238	55/ba7a60	253114	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 15:57:52.558	2m 33s	2m 32s	105.0%	1 MB	11 MB	2.3 GB	43.8 MB
1243	e2/53a92c	221394	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-16 13:04:35.036	4.8s	4s	94.8%	4.5 MB	18.6 MB	275.7 MB	275.5 MB
1246	67/977129	166872	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:PICARD_MARKDUPLICATES (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-16 03:41:23.363	12m	11m 59s	149.0%	28.4 GB	44.9 GB	3.8 GB	2.2 GB
1218	b2/40875d	9496	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 16:11:04.032	22.4s	22s	177.6%	11.4 MB	209.7 MB	2.2 GB	1.3 MB
1172	2e/22c515	57429	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 15:23:51.722	18m 34s	18m 32s	100.4%	706.7 MB	4.8 GB	52.3 GB	27.6 GB
1176	a1/74172f	23222	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 21:01:44.483	1m 41s	1m 39s	109.3%	458.1 MB	1.6 GB	128.3 MB	80.8 MB
1244	95/44a1c8	39952	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-15 16:16:11.577	22s	22s	176.2%	11.1 MB	209.7 MB	2 GB	1.2 MB
1170	6b/b27d06	2036	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-15 20:56:13.117	5m 31s	5m 30s	102.5%	3.9 GB	5 GB	2.2 GB	181.8 KB
1240	d6/ef40a5	134800	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES72_Blue-039_Control-lipid_21)	CACHED	0	2022-07-14 10:04:33.771	27m 23s	27m 22s	500.6%	14.9 GB	15.4 GB	134.2 GB	21 GB
1185	06/a6c74c	214176	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 00:22:42.724	5m 20s	5m 18s	116.8%	737.2 MB	1 GB	2.5 GB	177.8 MB
1231	1e/681fba	4739	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:02:50.852	20m 44s	20m 42s	107.7%	8.4 GB	42.2 GB	23.9 GB	21.3 GB
1220	bd/a769af	84799	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:35:17.733	5m 26s	5m 24s	102.6%	4 GB	5.1 GB	2.2 GB	174.6 KB
1229	79/3b957c	10694	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDUPLICATION (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:04:15.404	6m 19s	6m 18s	101.8%	4 GB	5.1 GB	2.3 GB	177.7 KB
1204	f7/af7d75	189528	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONSATURATION (ES16_601_Control-protein_21)	CACHED	0	2022-07-15 13:08:47.390	3m 18s	3m 17s	104.9%	1.2 MB	11 MB	2.4 GB	16.8 KB
1232	13/c6f1ac	75400	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 10:31:34.567	23.6s	24s	176.1%	11.2 MB	209.7 MB	2.3 GB	1.2 MB
1187	db/654713	206577	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-15 15:52:35.022	19m 9s	19m 8s	99.7%	1.2 MB	11 MB	57.5 GB	31.2 GB
1225	cd/8b3a36	36179	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:09:42.747	1m 47s	1m 45s	107.2%	463.9 MB	1.6 GB	129.7 MB	80.9 MB
1262	ff/9c31c9	152181	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES77_Blue-043_MG-lipid_14)	CACHED	0	2022-07-14 01:55:35.762	1m 57s	1m 56s	565.0%	5.8 GB	6.4 GB	7.6 GB	17.3 MB
929	47/eecead	127182	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_JUNCTIONANNOTATION (ES101_SEM19-140_Control-lipid_14)	CACHED	0	2022-07-15 20:01:02.019	2m 18s	2m 16s	106.7%	1 MB	11 MB	2.2 GB	42 MB
1216	2e/6441a5	192063	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 15:49:36.915	15m 1s	15m	100.6%	1.2 MB	11 MB	37.3 GB	18.1 GB
1266	a5/6321b2	232494	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES70_Blue-039_Control-lipid_0)	CACHED	0	2022-07-14 03:40:23.339	2m	1m 59s	569.1%	5.8 GB	6.4 GB	7.8 GB	17.3 MB
1263	14/e47e3f	34214	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES80_Blue-050_Control-lipid_14)	CACHED	0	2022-07-14 03:50:41.625	1m 42s	1m 42s	560.0%	5.8 GB	6.4 GB	7.3 GB	17.2 MB
1236	75/7aaf86	160901	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES79_Blue-050_Control-lipid_0)	CACHED	0	2022-07-14 23:02:45.491	32m 27s	32m 24s	624.8%	14.8 GB	15.4 GB	118.1 GB	18.9 GB
1233	85/6a42b1	12434	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:04:33.368	5m 4s	5m 3s	119.4%	727.4 MB	1 GB	2.6 GB	180 MB
1212	bf/7fdbf8	101682	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-15 23:38:58.676	5m 16s	5m 14s	110.0%	1.2 MB	11 MB	4.9 GB	1.1 GB
1272	b8/147440	123538	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES8_SEM19-1354_Control-protein_21)	CACHED	0	2022-07-14 02:35:19.884	1m 59s	1m 59s	561.3%	5.8 GB	6.4 GB	7.5 GB	17.3 MB
1235	1b/4a281d	34933	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_READDISTRIBUTION (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 16:09:36.910	4m 49s	4m 47s	101.7%	486.2 MB	1.6 GB	2.3 GB	1.6 KB
1267	87/6aac07	56392	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES82_Blue-047_Control-lipid_14)	CACHED	0	2022-07-14 01:39:03.006	1m 8s	1m 8s	515.7%	5.8 GB	6.4 GB	6.8 GB	17.2 MB
1043	d4/630ab5	195755	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (ES11_172_Control-protein_21)	CACHED	0	2022-07-14 20:38:37.143	1m 8s	1m 8s	534.5%	5.5 GB	6.6 GB	6.9 GB	4.5 GB
907	d2/7f9bb8	26903	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (ES103_625_Control-lipid_0)	CACHED	0	2022-07-16 14:52:57.542	15.7s	15s	99.5%	9 MB	38.9 MB	905.4 MB	47.3 MB
1276	dc/1d90a8	63795	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES7_SEM19-1354_Control-protein_14)	CACHED	0	2022-07-14 04:22:35.232	1m 38s	1m 37s	571.7%	5.8 GB	6.4 GB	7.3 GB	17.3 MB
1223	70/015550	214043	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES71_Blue-039_Control-lipid_14)	CACHED	0	2022-07-14 22:33:41.313	27m 1s	27m 1s	527.3%	14.9 GB	15.4 GB	123.8 GB	18.9 GB
1275	61/7e316f	248049	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDCLIP (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-16 15:57:14.665	4.5s	5s	98.4%	4.5 MB	18.6 MB	282.3 MB	282.1 MB
1259	bb/977301	100195	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-16 10:34:36.910	23.2s	22s	171.6%	10.8 MB	209.7 MB	2.2 GB	1.2 MB
1242	db/fe892c	221938	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-16 13:04:38.332	4.6s	4s	95.4%	4.5 MB	18.6 MB	277.8 MB	277.7 MB
1283	f5/468531	52489	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES99_SEM19-107_MG-protein_21)	CACHED	0	2022-07-14 05:07:43.133	1m 57s	1m 56s	563.5%	5.8 GB	6.4 GB	7.5 GB	17.3 MB
1044	83/bf53c5	44400	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (ES4_164_Control-protein_0)	CACHED	0	2022-07-14 20:58:07.928	1m 18s	1m 17s	507.3%	5.5 GB	6.6 GB	6.6 GB	4.4 GB
1279	3d/d6ebc0	219502	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (ES60_Blue-032_MG-protein_21)	CACHED	0	2022-07-14 00:41:07.720	1m 50s	1m 49s	570.3%	5.8 GB	6.4 GB	7.3 GB	17.3 MB
1089	7e/31c321	223508	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES105_625_Control-lipid_21)	CACHED	0	2022-07-15 22:04:55.456	1m 39s	1m 38s	108.9%	1 MB	11 MB	127.5 MB	80.8 MB
1274	32/502bea	248414	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDCLIP (ES67_Blue-037_MG-protein_0)	CACHED	0	2022-07-16 15:57:16.244	5.1s	4s	98.6%	4.5 MB	18.6 MB	281.1 MB	281 MB
1261	62/3c9380	169414	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES77_Blue-043_MG-lipid_14)	CACHED	0	2022-07-14 23:35:12.960	32m 21s	32m 20s	526.1%	14.9 GB	15.4 GB	143 GB	23 GB
1290	4b/f2ca52	26059	NFCORE_RNASEQ:RNASEQ:PRESEQ_LCEXTRAP (ES4_164_Control-protein_0)	CACHED	0	2022-07-15 12:10:48.974	7m 53s	7m 52s	99.8%	2.2 GB	2.2 GB	2.1 GB	502.6 KB
1270	5a/988daa	128506	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:RSEM_CALCULATEEXPRESSION (ES58_Blue-032_MG-protein_0)	CACHED	0	2022-07-15 01:16:56.394	34m 29s	34m 29s	541.7%	14.9 GB	15.4 GB	153 GB	24.2 GB
